"age","study_hours","self_study_hours","social_media_hours","gaming_hours","sleep_hours","screen_time_hours","mental_health_score","focus_index","burnout_level","productivity_score","exam_score"
"17","5.63","2.11","3.91","0.49","6.43","10.16","9","32.87","53.2","47.32","22.93"
"18","6.9","4.44","1.68","0.4","6.28","8.58","1","38.36","53.9","31.25","18.59"
"22","3.36","2.06","2.87","2.93","7.94","4.8","1","19.32","15.5","19.99","13.52"
"25","6.64","2.78","1.6","1.93","6.59","4.69","8","50.53","38.31","60.7","36.27"
"17","4.48","0.85","3.47","0.79","7.47","7.26","3","25.38","23.21","40.52","23.03"
"16","2.71","0.75","1.29","1.82","6.5","6.47","10","34.73","46.15","35.1","14.64"
"21","3.31","0.18","2.1","0.02","7.81","5.99","1","16.35","31.74","16.95","1"
"20","4.81","1.15","2.76","3.67","5.46","4.09","4","22.97","37.36","35.2","16.47"
"22","0","4.35","2.31","2.17","6.56","9.32","2","16.49","55.68","1","1"
"19","2.08","3.87","3.86","0","7.68","6.76","3","28.06","26.91","22.36","15.48"
"17","1.38","0.51","2.31","1.11","6.49","12.17","7","20.48","67.38","20.47","4.14"
"22","4.26","5.12","0.06","3.31","7.66","7.56","6","45.42","43.6","37.04","18.36"
"17","3.68","3.68","3.12","0","6.89","12.23","8","41.59","62","38.6","19.73"
"18","3.05","3.78","1.85","0.12","6.57","2.6","9","37.59","46.67","40.43","31.52"
"20","4.11","0.63","5.99","1.93","6.59","11.94","3","12.43","46.84","26.28","7.51"
"19","8.54","0.09","3.29","0","6.95","7.86","7","55.23","48.18","77.5","46.16"
"25","6.65","0.98","4.24","2.52","6.84","7.02","3","22.01","36.74","43.1","19.82"
"19","7.51","3.12","2.76","1.06","8.78","4.62","6","37.17","15.49","61.08","39.71"
"17","6.99","3.84","0","1.78","5.97","8.41","10","57.94","62.92","60.59","42.62"
"24","4.85","2.14","4.03","3.08","7.54","3.67","7","26.83","39.33","43.16","16.35"
"17","3.95","2.72","3.12","3.56","4.42","6.09","7","20.41","70.95","39.74","8.73"
"24","3.29","2.08","3.52","0","5.04","5.66","10","35.84","76.29","30.49","11.71"
"24","4.45","2","4.76","0.57","7.26","5.13","2","20.4","60.02","23.15","4.9"
"20","0.25","1.91","3.53","0.92","5.78","7.37","4","6.7","42.4","1","1"
"23","1.8","0.05","1.1","3.37","7.83","8.63","9","32.13","34.96","38.32","23.51"
"20","2.16","2.21","0","0","7.9","10.13","9","33.85","62.09","32.01","12.5"
"24","1.98","3.46","1.93","0.55","8.41","7.21","10","47.02","39.15","37.03","28.18"
"21","3.87","1.61","1.55","2.46","7","7.08","2","24.46","53.59","16.8","11.42"
"23","6.06","3.44","2.99","0.98","7.08","7.23","1","28.64","56.7","30.4","15.36"
"25","2.59","3.57","2.4","0","8.12","11.83","7","39.38","76.41","27.78","10.81"
"22","6.1","2.41","1.7","1.4","8.33","9.09","3","41.83","49.81","51.69","30.98"
"20","1.27","4.1","6.2","1.62","5.63","5.5","4","15.73","57.08","1","1"
"20","2.07","3.16","2.43","2.47","7.51","9.29","2","24.33","48.59","8.19","2.08"
"22","5.26","1.04","3.91","1.24","7.39","4.98","4","27.15","45.94","39.03","23.78"
"21","4.36","2.67","2.07","0.77","8.4","5.13","4","26.05","62.17","17.86","5.99"
"18","6.54","4.04","5.8","2.8","7.05","7.79","4","36.28","78.53","31.75","9.3"
"24","2.18","5.19","5.05","0","5.12","7.65","8","35.39","76.93","19.09","1"
"25","4.38","3.73","2.45","0.31","6.8","6.33","10","41.34","42.15","60.27","34.11"
"21","4.89","1.28","4.97","1.67","7.63","7.78","4","21.97","33.52","43.44","26.4"
"22","1.63","0.47","3.31","0.79","8.52","9.88","6","22.26","68.04","16.51","2.71"
"22","1.83","3.26","3.26","1.48","6.46","3.9","9","31.12","30.78","36.5","11.18"
"17","0.69","0.75","1.17","1.62","7.16","7.75","8","24.67","50.49","21.27","6.26"
"17","5.12","1.91","2.95","2.21","8.93","4.98","9","41.62","32.7","65.14","38.9"
"17","4.52","2.34","1.71","0.39","7.39","6.85","2","22.07","46.55","24.35","19.37"
"25","4.82","3.99","5.14","1.39","7.44","2.58","2","17.67","36.39","26.54","14.97"
"25","5.28","2.56","1.55","1.97","8.06","6","7","39.68","49.58","49.3","31.4"
"22","0","2.75","2.86","0.77","4.62","3.85","9","24.15","37.66","26.84","13.88"
"20","5.28","1.49","5.91","1.9","8.31","4.52","5","22.15","18.28","48.53","26.86"
"25","5.95","0","3.24","1.78","7.53","12.19","9","38.28","57.77","56.32","30.43"
"17","5","2.21","1.64","0.04","7.42","10.54","5","33.42","49.92","37.29","12.16"
"16","4.49","4.08","3.51","2.88","8.26","10.9","7","48.26","52.99","45.6","26.34"
"19","4.2","2.11","0","2.16","7.07","11.02","9","36.24","58.76","40.42","13.79"
"17","5.11","0","4.14","2.07","5.82","6.07","6","28.17","38.94","45.43","24.5"
"16","5.96","2.82","2.69","1.34","7.52","7.96","8","33.25","39.78","61.31","31.17"
"25","5.89","0.81","2.6","2.29","6.46","8.9","2","16.04","48.98","25.74","10.44"
"19","4.27","2.31","4.13","0","8.05","4.89","1","29.86","34.41","24.75","15.17"
"23","1.68","1.6","3.3","1.22","8.1","4.48","4","20.28","41.47","11.34","4.58"
"16","3.47","2.48","2.62","1.8","5.31","5.32","5","25.64","42.69","30.7","22.97"
"22","6.57","0.63","3.86","0.52","7.33","10.71","9","42.28","51.57","58.25","32.42"
"21","2.63","0.38","2.56","2.39","6.57","6.88","9","23.66","46.61","31.66","15.81"
"16","2.01","2.71","2.15","0","6.71","5","1","17.56","39.06","9.15","1"
"18","3.84","4.05","3.02","0","6.62","9","5","24.32","39.65","35.55","13.98"
"24","3.59","2.12","0.38","1.42","8.05","6.86","8","36.61","38.49","47.63","25.27"
"22","2.65","1.85","3.32","1.5","7.22","8.66","8","25.67","62.95","31.87","21.85"
"18","3.16","1.91","3.05","0.67","7.84","6.69","1","16.11","50.61","2.3","1"
"20","5.64","3.04","2.17","0.4","8.59","7.85","2","31.53","38.46","43.43","22"
"24","5.2","3.61","5.24","0.73","5.78","9.16","4","25.3","58.3","31.38","13.56"
"25","4.73","4.74","3.03","0.31","6.18","5.27","1","32.97","53.49","22.58","12.87"
"24","2.8","2.78","2.58","0.37","6.23","7.9","9","27.35","54.37","33.35","11.02"
"18","4.73","0.65","2.73","1.48","8.77","3.59","2","19.33","32.27","19.25","1"
"20","3.23","3.02","2.5","0.08","6.06","7.36","5","35.88","54.65","33.99","20.33"
"21","3.02","2.4","5.5","1.1","6.4","10.97","1","15.4","78.85","1","1"
"16","5.44","5.39","0.15","1.73","7.9","7.09","4","50.37","32.7","43.23","30.62"
"22","6.34","2.41","2.94","2.37","6.24","5.76","5","19.31","56.62","32.22","8.49"
"24","2.75","4.49","3.34","2.27","5.73","2.12","1","7.52","50.81","4.63","1"
"21","3.16","1.94","4.65","1.48","6.06","5.36","9","31.15","32.56","44.82","18.54"
"21","3.6","3.51","3.98","0.78","7.41","4.22","8","37.68","27.83","52.3","30.66"
"23","6.34","2.56","1.75","1.34","6.74","7.69","5","39.48","52.19","49.12","31.07"
"17","6.2","3.07","4.45","2.29","7.33","7.01","7","27.24","35.11","43.59","15.84"
"16","4.46","2.45","6.08","1.54","5.38","6","4","17.85","45.09","26.22","7.85"
"20","3.69","2.25","1.63","0.69","8.68","5.53","10","42.87","31.32","56.09","33.93"
"23","5.02","2.33","5.02","3.44","6.81","6.95","3","14.6","65.22","21.41","1.01"
"20","2.79","1.56","2.51","1.92","6.72","6.45","9","31.98","37.93","47.02","20.42"
"22","1.84","2.12","3.26","0","7.01","4.97","10","35.83","46.38","37.18","25.45"
"21","3.42","3.81","1.35","3.78","6.57","7.08","10","38.46","54.43","44.84","22.53"
"17","1.04","3.16","4.58","1.9","7.93","10.81","7","21.98","30.67","17.19","14.9"
"21","3.91","3.68","0.62","1.41","7.93","6.54","8","47.27","49.34","34.21","20.3"
"18","4.24","0.13","3.9","1.64","6.42","9.97","9","25.48","62.14","36.42","6"
"16","6.03","2.59","1.85","3.17","7.09","7.02","4","26.74","42.1","36.12","14.79"
"17","6.37","3.73","2.63","1.43","7.99","3.48","9","44.37","38.33","63.89","33.92"
"23","4.95","2.57","0","3.25","7.26","12.36","6","41.2","39.14","50.61","25.96"
"22","0.65","3.25","3.91","1.61","5.27","8.25","10","20.79","50.73","34.04","16.59"
"19","3.91","4.01","3.42","2.9","7.3","7.78","7","31.89","56.34","41.2","18.08"
"23","5.5","3.38","2","0","7.91","9.39","3","36.42","42.86","28.74","24.97"
"19","6.26","4.33","1.21","1.81","5.28","4.49","4","30.1","66.95","35.95","4.85"
"21","5.33","1.28","4.72","1.56","7.05","12.56","5","17.12","40.11","32.59","24.99"
"25","7.98","3.5","3.98","1.27","7.52","7.2","3","29.62","35.32","50.57","27.59"
"25","3.74","1.96","1.82","2.69","8.23","5.49","9","36.36","46.34","51.35","27.69"
"21","3.66","2.98","1.91","2.09","4.9","7.39","10","32.83","47.26","49.85","32.89"
"21","3.94","2.45","1.87","2.49","7.86","8.29","3","32.64","38.33","30.8","26.55"
"20","4.56","3.19","0.37","0","7.49","5.97","3","35.57","37.09","37.59","26.74"
"20","4.33","3.15","4.38","3.57","7.17","7.18","4","21.4","48.34","37.74","13.19"
"23","5.43","4.42","2.79","2.28","7.45","4.94","3","30.85","25.33","34.35","19.38"
"18","2.29","1","1.94","1.51","7","5.85","4","11.41","46.01","11.32","1"
"18","2.54","2.88","3.96","2.03","6.99","3.72","4","20.47","48.38","23.3","10.97"
"25","0.71","2.59","2.21","0.65","7.9","10","6","22.43","42.25","13.85","10.24"
"20","4.28","3.88","1.54","2.49","7.02","7.85","5","26.45","46.97","41.69","19.49"
"19","5.71","1.39","4.81","1.71","8.67","7.03","4","24.76","35.89","33.3","11.15"
"23","3.39","0.49","4.05","0","7.84","8.11","3","13.99","26.6","24.87","13.22"
"23","5.54","1.67","3.55","0.01","6.23","8.52","10","38.68","38.75","59.22","40.88"
"21","3.77","2.59","3.37","2.49","8.34","8.12","3","20.16","50.96","10.45","2.95"
"24","3.42","3.66","1.14","1.26","6.18","8.35","7","35.37","62.25","39.18","10.38"
"23","4.76","3.01","4.99","3.15","7.88","8.92","10","37.3","35.81","66.8","35.01"
"25","5.11","2.04","0.82","0","9.56","7.56","3","39.71","17.64","47.5","29.92"
"19","5.28","3.48","2.39","2.82","6.97","5.69","1","32.22","42.51","26.3","15.53"
"18","2.28","3.05","2.23","0","6.48","6.68","6","28.53","58.13","29.88","15.01"
"18","2.03","3.06","1.59","1.38","6.9","5.92","10","37.64","47.87","41.08","24.13"
"22","3.73","3.27","4.41","2.31","7.23","9.45","4","12.77","36.17","22.91","5.18"
"23","7.31","2.94","3.26","1.59","6.08","8.53","3","30.06","75.08","42.2","18.18"
"16","2.53","1.51","4.83","1.98","6.74","11.46","9","18.56","66.49","26.52","12.33"
"17","4.87","2.38","4.12","0","7.11","8.98","4","23.27","50.09","24.09","9.55"
"18","1.11","1.8","5.5","0.79","9.03","9.65","4","7.45","39.06","4.76","1"
"25","1.71","3.03","3.69","1.43","8.78","5.48","4","26.05","26.85","27.16","20.22"
"25","4.93","1.11","3.47","0.73","6.3","8.59","1","10.88","61.06","9.91","1"
"16","4.53","3","4.09","4.13","6.84","5.94","3","26","58.88","17.96","4.79"
"17","1.11","5.05","3.15","1.37","6.17","10.4","10","34.47","72.64","26.47","1"
"24","4.27","3.08","1.08","2.77","8.58","8.65","7","40.77","24.51","50.42","36.67"
"20","2.73","0.96","2.49","2.11","7.36","2.21","9","37.98","30.95","44.26","27.46"
"20","4.5","1.2","2.47","0.78","6.2","8.36","9","30.24","52.82","46.22","30.54"
"22","1.33","1.93","3.88","0","8.64","4.25","4","14.86","23.89","13.03","11.35"
"24","4.45","2.24","0","2.27","7.65","5.83","7","44.07","60.52","46.23","17.62"
"23","4.86","0","3.33","1.49","7.97","6.06","7","39.36","43.61","43","25.04"
"21","4.75","0","2.34","0.35","8.29","4.74","1","21.91","32.13","20.65","10.98"
"16","5.85","0.76","2.16","3.23","6.42","9.18","10","36.27","70.18","48.71","24.99"
"25","1.85","0.57","5.34","0.08","6.58","8.2","5","14.32","75.93","1.13","1"
"18","1.81","3.13","0.93","3.48","6.82","5.93","1","16.23","51.69","7.29","1"
"19","2.77","1.49","3.29","1.31","8.6","8.63","6","27.69","30.34","34.42","26.97"
"23","2.74","1.72","3.3","0.95","7.65","7.61","1","17.05","25.63","20.57","2.88"
"22","3.41","2.61","1.63","1.71","7.37","8.32","9","41.04","64.2","43.78","18.18"
"24","0.89","1.9","3.27","1.33","7.13","6.01","5","29.32","57.23","13.68","3.3"
"23","2.85","2.21","2.54","2.33","7.35","3.62","9","35.12","27.01","40.32","20.11"
"20","5.22","1.64","1.81","1.86","6.02","12.52","5","31.2","78.1","30.42","2.24"
"19","5.23","2.1","3.2","1.71","6.43","2.36","6","23.86","46.93","32.15","19.36"
"23","2","1.81","2.52","0.37","7.88","6.53","10","36.14","46.55","42.49","14.54"
"24","4.63","3.24","4.52","0","6.75","6.47","4","31.06","63.4","20.9","4"
"25","2.99","1.47","3.83","1.95","8.85","2.74","3","20.67","24.76","25.61","14.53"
"18","3.75","2.57","2.56","1.44","7.33","8.18","9","26.89","35.92","38.36","27.26"
"25","3.02","2.56","3.27","2.63","8.36","7.71","8","39.48","37.37","43.92","16.69"
"24","8.15","3.24","2.8","2.53","7.13","4.87","5","36.1","55.68","59.52","32.36"
"19","7.76","3.06","1.57","0.62","5.27","10.9","4","41.01","60.61","39.14","26.25"
"25","4","4.27","0.64","2.83","8.13","11.61","7","38.32","40.93","45.07","34.53"
"23","2.59","3.17","3","1.65","9.51","7.61","7","35.57","35.96","39.8","11.85"
"21","3.41","2.54","4.79","2.23","6.29","7.46","6","10.6","65.98","20.49","1"
"21","4.79","3.52","3.46","0","4.11","5.85","10","38.12","48.43","55.77","28.21"
"16","3.12","3.49","2.01","1.46","7.6","6.65","6","29.36","29.37","35.22","25.47"
"16","2.8","2.03","2.3","0.93","6.49","3.86","3","17.69","30.27","18.75","5.91"
"19","4.9","3.18","5.03","0.58","7.84","3.83","3","29.94","65.65","19.52","3.7"
"18","5.09","1.29","3.73","3.19","8.55","4.15","6","21.53","40.32","34.42","11.66"
"24","4.89","2.6","2.76","1.47","8.24","1.68","10","42.27","13.49","73.41","47.12"
"17","11.84","3.31","0.48","0.11","6.66","5.81","10","63.48","32.6","98.02","62.82"
"23","3.57","0.84","2.27","1.35","7.78","8.36","7","17.99","43.5","36.67","18.37"
"25","6.4","1.12","4.08","1.11","5.86","6.56","4","19.12","69.84","27","1.9"
"25","5.66","4.57","0.55","1.38","6.93","9.13","1","31.17","46.61","30.55","12.71"
"25","4.1","2.48","3.46","0.89","7.28","10.81","4","25.17","48.56","28.32","9.79"
"22","5.56","0.12","4.94","1.24","6.29","6.04","6","30.2","36.74","44.79","22.61"
"23","4.73","2","4.27","1.92","6.66","5.2","8","32.62","47.12","42.32","25.88"
"22","5.18","1.25","1.01","1.28","6.44","10.36","3","27.69","57.5","31.34","8.74"
"18","4.22","2.69","0.93","1.55","7.47","9.66","1","29.23","52.66","16.53","15.77"
"18","5.65","1.97","4.03","1.63","6.19","7.48","9","36.42","49.57","57.72","33.12"
"18","2.94","2.63","4.86","3.17","5.96","6.59","9","21.91","65.7","30.81","11.15"
"22","8.33","4.84","1.27","0","8.47","9.72","5","52.21","26.6","72.1","44.61"
"16","2.94","2.86","4.49","0","6.63","6.37","3","29.08","42.86","27.13","12.59"
"23","4.44","3.25","3.78","3.84","6.65","6.9","10","39.76","33.4","60","37.36"
"22","5.37","3.66","6.55","3.51","8.63","4.97","5","31.28","55.78","29.15","10.34"
"22","4.65","0.68","1.26","0","7.68","7.54","7","31.62","27.27","40.37","25.48"
"23","5.31","3.08","1.7","0","7.58","5.95","6","43.28","53.46","45.19","25.48"
"16","4.38","0","4.89","1.59","7.5","5.35","4","1","36.56","21.33","4.62"
"17","4.67","3.78","0.71","2.28","8.12","6.6","3","34.27","36.64","31.88","15.23"
"18","6.52","2.14","0.45","1.67","5.97","5.6","9","39.52","39.57","58.85","39.99"
"19","7.85","3.05","1.8","0.36","8.02","7.18","4","42.05","47.98","52.97","24.07"
"18","4.9","1.78","2.74","2.89","6.99","6.2","1","14.45","62.33","13.24","1.96"
"20","5.68","1.56","3.39","0.85","7.93","3.29","7","37.36","28.91","46.04","30.01"
"17","6.53","4.39","4.63","0","8.47","1","5","40.03","28.48","51.32","33.19"
"22","2.7","1.57","2.74","0.99","9.39","6.74","6","29.05","44.72","34.91","20.43"
"22","2.99","2.36","2.5","2.91","6.9","10.01","3","16.59","55.6","7.02","3.81"
"22","4.49","2.87","2.5","1.07","7.2","8.38","4","28.49","45.45","31","23.29"
"23","2.84","1.28","4.42","0","6.5","7.65","1","10.34","43.98","6.53","3.76"
"16","6.37","2.81","4.22","2.05","6.96","6.16","10","40.94","43.8","69.62","37.02"
"22","6.06","2.41","2.64","3.15","7.63","12.89","2","26.73","45.15","37.87","12.25"
"17","5.51","1.79","2.46","0","7.52","6.8","5","38.47","51.09","37.7","14.53"
"24","6.03","3.28","0.95","0","4","5.93","4","40.2","60.68","41.15","21.6"
"25","5.72","4.11","0.96","1.51","7.55","3.06","6","44.48","28.11","48.47","28.93"
"23","5.29","2.95","2.66","1.71","7.98","11.24","6","35.14","44.24","43.56","27.4"
"22","3.02","3.24","1.21","1.35","6.43","7.93","7","34.96","47.66","27.7","19.79"
"16","6.61","2.88","1.76","0","6.75","3.55","9","41.14","57.51","51.34","20.51"
"16","4.73","2.18","3.45","4.34","8.7","1","6","36.11","33.28","44.37","32.71"
"16","5.78","1.32","0.99","0","4.72","7.41","2","35.19","54.54","29.2","7.4"
"18","3.26","2.96","4.42","1.84","7.99","8.7","3","15.03","32.76","23.43","1.69"
"22","7.72","2.17","3.65","1.88","5.36","7.13","5","20.47","44.23","52.63","24.23"
"24","6.01","3.89","4.43","2.33","7.26","5.69","8","44.72","47.09","49.27","26.55"
"24","5.02","4.72","2.38","0.62","5.86","4.81","8","40.95","59.78","39.4","18.76"
"20","4","0.78","1.9","0.58","10","7.09","5","32.11","38.37","37.82","12.32"
"19","2.65","2.24","5.36","2.06","7.36","11.26","8","16.59","54.15","26.91","1.21"
"21","3.33","3.24","3.85","2.3","7.44","6.87","8","35.2","26.99","48.47","31.64"
"24","5.93","1.26","2.87","3.61","6.73","5.4","8","29.4","49.27","46.3","23.06"
"22","6.34","3.92","3.49","1.97","6","7.25","2","27.58","49.77","25.87","16.67"
"25","3.08","5.44","2.45","3.18","5.96","3.52","5","24.13","33.65","37.2","17.37"
"16","3.44","2.33","1.18","2.7","5.66","7.74","3","27.65","47.9","18.07","1"
"18","3.1","0.25","2.56","1.57","5.87","6.34","10","32.63","67.36","42.3","16.77"
"23","6.65","2.67","2.09","0.85","7.82","5.67","5","40.08","25.01","54.72","40.39"
"20","3.75","2.93","5.58","2.08","5.77","6.49","4","17.82","59.26","22.24","12.18"
"25","4.73","2.54","4.5","3.38","5.13","5.91","2","16.3","63.8","23.65","8.64"
"16","2.43","1.48","3.96","1.26","6.59","9.54","4","17.36","54.44","12.74","1"
"23","5.26","0.64","2.62","2.62","8.53","3.07","1","16.64","13.48","35.88","13.09"
"19","4.21","3.52","2.74","1.69","7.94","9.72","7","39.98","52.2","38.9","28.52"
"21","4.93","3.49","4","0.87","6.83","7.12","7","35.35","32.01","45.58","22.49"
"23","7.65","3.7","3.75","1.42","7.11","4.79","3","37.48","40.75","44.88","19.58"
"16","4.72","4.19","4.52","1.54","7.2","6.77","10","48.21","41","57.49","35.08"
"16","6.36","4.34","3.26","1.77","7.93","8.46","10","52.2","32.56","73.15","46.31"
"22","4.84","0.39","3.84","1.62","10","8.76","7","30.59","34.39","43.62","15.58"
"24","7.84","2.91","1.37","0.81","5.95","6.8","5","52.12","49.79","63.12","46.86"
"20","3.98","1.64","6.49","0","6.59","12.38","3","11.81","57.24","14.06","5.05"
"24","2.66","2.98","2.11","0.3","7.51","1.12","6","35.59","49.69","33.33","19.59"
"16","4.13","4.35","3.66","3.66","6.59","4.54","5","27.03","51.48","26.32","14.29"
"25","4.59","1.44","4.2","0.98","9.52","4.78","3","33.48","39.22","36.71","18.56"
"23","4.6","3.13","4.97","2.05","5.55","7.79","6","28.26","55.67","30.68","12.54"
"23","6.82","3.7","2.56","2.12","8.27","8.96","8","37.58","48.53","56.01","29.1"
"18","4.13","1.47","3.79","0","7.13","3.53","1","18.73","19.26","23.99","3.45"
"18","2.3","1.48","4.87","1.74","6.37","6.79","10","20.79","43.59","36.68","20.91"
"18","5.41","5.61","4.21","2.35","5.14","6.35","3","25.73","75.31","31.83","17.59"
"25","4.77","0.86","2.44","1.62","6.79","8.1","4","24.28","57.88","26.22","5.99"
"18","2.64","2.65","4.66","2.3","5.04","7.42","8","19.43","78.65","19.19","2.09"
"19","3.97","3.62","2.77","2.71","6.75","6.59","1","19.42","55.53","15.83","2.91"
"24","5.06","2.28","0.01","1.53","6.99","3.52","10","53.1","56.24","52.75","27.31"
"22","2.33","0","2.97","2.21","8.68","4.08","4","16.65","27.13","30.51","14.47"
"17","5.84","1.59","4.69","0.81","6.98","3.31","9","28.83","41.83","52.76","20.98"
"16","3.69","0.63","3.23","1.03","7.91","3.9","4","21.81","43.16","28.99","11.53"
"25","3.29","2.66","5.31","3.63","6.44","4.92","10","30.35","39.85","51.39","23.38"
"25","5.99","2.99","4.02","0.56","8","6.47","4","32.96","28.3","44.09","13.86"
"16","3.7","2.91","2.87","0","7.32","4.6","1","23.45","37.54","13.42","1"
"18","5.02","2.59","5.11","3.31","6.83","6.42","5","15.46","52.06","23.4","17.02"
"23","5.4","3.94","2.95","4.91","9.49","6.45","10","35.77","14.78","59.64","46.55"
"19","3.65","1.67","0","0.36","6.75","3.98","2","28.06","49.23","26.47","5.54"
"17","1.77","0.65","1.27","1.08","6.83","5.09","9","27.77","62.68","34.14","16.75"
"19","2.98","2.89","3.03","2.98","8.04","4.08","7","33.46","40.05","34.01","26.46"
"20","5.48","1.56","2.99","0","7.45","7.69","6","27.74","23.71","48.93","20.51"
"22","4.3","2.25","0.49","1.74","8.7","9.51","10","50.36","48.16","53.01","30.14"
"17","3.42","3.71","4.85","0","7.81","5.34","5","24.99","33.91","35.65","18.72"
"22","4.01","0.71","2.86","2.73","7.22","7.91","5","16.81","61.87","22.6","5.06"
"18","7.19","0","3.24","1.48","6.71","9.43","10","39.69","52.36","64.92","34.17"
